label,cost_model,trades_full,net_full,win_full,avg_full,max_dd,avg_mfe,avg_hold,trades_recent,net_recent,win_recent,avg_recent,branch,mask,exit
giga5_union::trend_t009__hold8_t35_s12,taker_like,16,-0.042442825859274794,0.5,-0.0026526766162046746,-0.052716606758603235,0.016378432102019072,5.25,8,-0.01845403086253824,0.375,-0.00230675385781728,giga5_union,trend_t009,hold8_t35_s12
giga5_union::trend_t008__vwap_003__close_075__hold8_t35_s12,taker_like,8,-0.04764772383750561,0.375,-0.005955965479688201,-0.0474402117162473,0.011659159068758878,5.25,4,-0.005470683748371886,0.5,-0.0013676709370929714,giga5_union,trend_t008,vwap_003__close_075__hold8_t35_s12
giga5_union::trend_t008__hold12_t35_s12,taker_like,16,-0.04999698521419461,0.3125,-0.003124811575887163,-0.05901804219825943,0.017047496605783204,6.6875,8,-0.027151665156154213,0.25,-0.0033939581445192766,giga5_union,trend_t008,hold12_t35_s12
giga5_union::score_43__shared_default,taker_like,20,-0.0538927147612097,0.35,-0.002694635738060485,-0.07810870410122385,0.01512665135821816,5.85,10,0.01693994004875682,0.4,0.0016939940048756818,giga5_union,score_43,shared_default
giga5_union::trend_t008__vwap_003__close_075__hold8_t30_s10,taker_like,9,-0.06082602383750607,0.3333333333333333,-0.00675844709305623,-0.057121338267889024,0.008605523163812405,4.333333333333333,5,-0.022636583748372057,0.4,-0.004527316749674411,giga5_union,trend_t008,vwap_003__close_075__hold8_t30_s10
giga5_union::trend_t009__hold12_t35_s12,taker_like,16,-0.062268865477651064,0.3125,-0.0038918040923531915,-0.07040228060097663,0.016857042413410298,6.625,8,-0.027151665156154227,0.25,-0.0033939581445192784,giga5_union,trend_t009,hold12_t35_s12
giga5_union::trend_t008__vwap_003__close_075__hold12_t35_s12,taker_like,8,-0.06302443711646119,0.125,-0.007878054639557649,-0.06047316765371831,0.012405348874373447,6.375,4,-0.014168318041987874,0.25,-0.0035420795104969685,giga5_union,trend_t008,vwap_003__close_075__hold12_t35_s12
giga5_union::score_43__hold12_t35_s12,taker_like,20,-0.07222727901198461,0.3,-0.0036113639505992307,-0.08203215879123979,0.014464033342918056,5.35,10,-0.016172746612857305,0.3,-0.0016172746612857305,giga5_union,score_43,hold12_t35_s12
giga5_union::vwap_0025__shared_default,taker_like,23,-0.08932087133244103,0.2608695652173913,-0.0038835161448887404,-0.14386427918042166,0.011940983345726753,6.956521739130435,8,0.058000946872226455,0.5,0.007250118359028307,giga5_union,vwap_0025,shared_default
giga5_union::vwap_003__shared_default,taker_like,24,-0.11047437133244087,0.25,-0.00460309880551837,-0.14386427918042166,0.011677201336798088,6.75,9,0.036847446872226616,0.4444444444444444,0.004094160763580735,giga5_union,vwap_003,shared_default
giga5_union::score_43__hold8_t30_s10,taker_like,22,-0.11123093681659783,0.3181818181818182,-0.0050559516734817195,-0.10191444160567195,0.01111785009089305,3.272727272727273,11,-0.017235515835093904,0.45454545454545453,-0.0015668650759176276,giga5_union,score_43,hold8_t30_s10
giga5_union::vwap_0025__hold12_t35_s12,taker_like,23,-0.1121089581152584,0.2608695652173913,-0.004874302526750365,-0.14624723372310755,0.011446230368034315,6.608695652173913,8,0.03716913082339646,0.5,0.004646141352924557,giga5_union,vwap_0025,hold12_t35_s12
giga5_union::vwap_003__hold12_t35_s12,taker_like,24,-0.13027175811525832,0.25,-0.005427989921469097,-0.14624723372310755,0.0112030630665095,6.375,9,0.019006330823396547,0.4444444444444444,0.0021118145359329495,giga5_union,vwap_003,hold12_t35_s12
giga5_union::score_43__hold8_t35_s12,taker_like,21,-0.14196866723066734,0.2857142857142857,-0.006760412725269873,-0.1433433940660416,0.013013567198214731,4.285714285714286,10,-0.021771122069966488,0.4,-0.0021771122069966487,giga5_union,score_43,hold8_t35_s12
giga5_union::vwap_0025__hold8_t35_s12,taker_like,24,-0.15644292350916,0.2916666666666667,-0.006518455146215,-0.1790634931912759,0.009644383688291519,5.25,8,0.025133461351425357,0.625,0.0031416826689281696,giga5_union,vwap_0025,hold8_t35_s12
giga5_union::vwap_003__hold8_t35_s12,taker_like,25,-0.17460572350915993,0.28,-0.006984228940366397,-0.1790634931912759,0.009483016946017409,5.08,9,0.0069706613514254456,0.5555555555555556,0.0007745179279361606,giga5_union,vwap_003,hold8_t35_s12
giga5_union::vwap_0025__hold8_t30_s10,taker_like,25,-0.17687008937851384,0.28,-0.007074803575140553,-0.1689183602513972,0.008110919974245368,4.4,9,-0.006991473053963675,0.5555555555555556,-0.0007768303393292972,giga5_union,vwap_0025,hold8_t30_s10
giga5_union::base__shared_default,taker_like,35,-0.18921052033123759,0.2571428571428571,-0.005406014866606788,-0.18624640728255998,0.011777955117241636,6.514285714285714,12,-0.010808800241939422,0.3333333333333333,-0.0009007333534949519,giga5_union,base,shared_default
giga5_union::vwap_003__hold8_t30_s10,taker_like,26,-0.19303908937851386,0.2692307692307692,-0.007424580360712071,-0.16927646679397076,0.008014739018752805,4.269230769230769,10,-0.023160473053963706,0.5,-0.0023160473053963704,giga5_union,vwap_003,hold8_t30_s10
giga5_union::base__hold12_t35_s12,taker_like,35,-0.197045107114055,0.2571428571428571,-0.005629860203258715,-0.18105054836150697,0.01145283173190089,6.228571428571429,12,-0.022668516290769658,0.3333333333333333,-0.0018890430242308048,giga5_union,base,hold12_t35_s12
giga5_union::close_075__hold8_t30_s10,taker_like,31,-0.2107594401471894,0.2903225806451613,-0.00679869161765127,-0.1843199386222436,0.008347555725957296,4.161290322580645,10,-0.023160473053963453,0.5,-0.0023160473053963453,giga5_union,close_075,hold8_t30_s10
giga5_union::close_075__shared_default,taker_like,30,-0.2228677869286712,0.2,-0.007428926230955707,-0.19371361998180459,0.010849342562254363,6.366666666666666,9,-0.025112034647328196,0.3333333333333333,-0.0027902260719253552,giga5_union,close_075,shared_default
giga5_union::close_075__hold12_t35_s12,taker_like,30,-0.22372407371148859,0.2,-0.007457469123716286,-0.19389813302040593,0.010470031946023493,6.033333333333333,9,-0.027002750696158363,0.3333333333333333,-0.0030003056329064846,giga5_union,close_075,hold12_t35_s12
giga5_union::base__hold8_t30_s10,taker_like,37,-0.2320900895287901,0.2972972972972973,-0.006272705122399733,-0.20208170709214254,0.009153064514907614,4.1891891891891895,13,-0.031791473053963584,0.46153846153846156,-0.002445497927227968,giga5_union,base,hold8_t30_s10
giga5_union::close_075__hold8_t35_s12,taker_like,30,-0.2565620799765877,0.26666666666666666,-0.008552069332552923,-0.22073014061202573,0.009153259719347853,4.866666666666666,9,-0.03903842016812946,0.4444444444444444,-0.004337602240903273,giga5_union,close_075,hold8_t35_s12
giga5_union::base__hold8_t35_s12,taker_like,36,-0.2669212949527996,0.2777777777777778,-0.007414480415355544,-0.23704144259692134,0.010204322117067888,4.972222222222222,12,-0.03470418576274076,0.4166666666666667,-0.0028920154802283965,giga5_union,base,hold8_t35_s12
